timestamp,scenario,name,method,url,http_status,business_code,elapsed_ms,degraded,dependency,message,fallback_reason,error
"2026-09-03 10:29:45.315 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","3392.07","","","success","",""
"2026-09-03 10:29:45.961 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","54.69","","","success","",""
"2026-09-03 10:29:46.607 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","52.74","","","success","",""
"2026-09-03 10:29:47.149 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","66.97","","","success","",""
"2026-09-03 10:29:47.692 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","33.59","","","success","",""
"2026-09-03 10:29:48.194 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","24.12","","","success","",""
"2026-09-03 10:29:48.689 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","28.3","","","success","",""
"2026-09-03 10:29:49.233 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","429","429","49.71","","","请求过于频繁，请稍后重试","",""
"2026-09-03 10:29:49.731 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","38.0","","","success","",""
"2026-09-03 10:29:50.274 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","429","429","34.44","","","请求过于频繁，请稍后重试","",""
"2026-09-03 10:29:50.791 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","29.48","","","success","",""
"2026-09-03 10:29:51.335 +0800","service-flow","merchant-service-search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","43.84","","","success","",""
